"","city","stateProvince","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"1265","Janesville","WI",135,27600,24.1565662865374,5.13541666972086,0.212588850948691,-89.0137,42.6855,"Annual estimated Salary in  Janesville : $ 27600","Daily estimated Click per job in  Janesville :  24.1565662865374 clicks","Daily estimated Local Click ratio per job in  Janesville : $ 0.212588850948691"
"1266","Meriden","CT",60,27600,17.6636862376785,3.63234606211799,0.205639186138272,-72.7943,41.5367,"Annual estimated Salary in  Meriden : $ 27600","Daily estimated Click per job in  Meriden :  17.6636862376785 clicks","Daily estimated Local Click ratio per job in  Meriden : $ 0.205639186138272"
"1267","Ormond Beach","FL",52,27600,18.4254507241092,3.41249839677898,0.185205694442732,-81.0999,29.2951,"Annual estimated Salary in  Ormond Beach : $ 27600","Daily estimated Click per job in  Ormond Beach :  18.4254507241092 clicks","Daily estimated Local Click ratio per job in  Ormond Beach : $ 0.185205694442732"
"1268","Geneva","IL",60,27550,21.8924420186315,2.13352235094978,0.0974547448445471,-88.3236,41.8831,"Annual estimated Salary in  Geneva : $ 27550","Daily estimated Click per job in  Geneva :  21.8924420186315 clicks","Daily estimated Local Click ratio per job in  Geneva : $ 0.0974547448445471"
"1269","Arvada","CO",132,27500,15.2103832887569,1.96231062562666,0.129011254244799,-105.1508,39.8321,"Annual estimated Salary in  Arvada : $ 27500","Daily estimated Click per job in  Arvada :  15.2103832887569 clicks","Daily estimated Local Click ratio per job in  Arvada : $ 0.129011254244799"
"1270","Butler","PA",68,27500,20.1166232583846,5.37488194902495,0.267186091820091,-79.8962,40.8615,"Annual estimated Salary in  Butler : $ 27500","Daily estimated Click per job in  Butler :  20.1166232583846 clicks","Daily estimated Local Click ratio per job in  Butler : $ 0.267186091820091"
"1271","Council Bluffs","IA",105,27500,18.6529562972333,3.89152267263202,0.208627662587149,-95.8518,41.2369,"Annual estimated Salary in  Council Bluffs : $ 27500","Daily estimated Click per job in  Council Bluffs :  18.6529562972333 clicks","Daily estimated Local Click ratio per job in  Council Bluffs : $ 0.208627662587149"
"1272","Murray","UT",69,27500,20.2858218649108,1.12089004834673,0.0552548502008477,-111.8875,40.6498,"Annual estimated Salary in  Murray : $ 27500","Daily estimated Click per job in  Murray :  20.2858218649108 clicks","Daily estimated Local Click ratio per job in  Murray : $ 0.0552548502008477"
"1273","Fishers","IN",104,27450,18.4822292099037,2.78453668240367,0.15066021802779,-85.968,39.959,"Annual estimated Salary in  Fishers : $ 27450","Daily estimated Click per job in  Fishers :  18.4822292099037 clicks","Daily estimated Local Click ratio per job in  Fishers : $ 0.15066021802779"
"1274","Blaine","MN",69,27400,17.0681337583599,1.07933358390661,0.0632367661975903,-93.2078,45.1696,"Annual estimated Salary in  Blaine : $ 27400","Daily estimated Click per job in  Blaine :  17.0681337583599 clicks","Daily estimated Local Click ratio per job in  Blaine : $ 0.0632367661975903"
"1275","Greeneville","TN",51,27400,17.3519892789315,4.10160337069703,0.236376550536319,-82.8197,36.168,"Annual estimated Salary in  Greeneville : $ 27400","Daily estimated Click per job in  Greeneville :  17.3519892789315 clicks","Daily estimated Local Click ratio per job in  Greeneville : $ 0.236376550536319"
"1276","Leawood","KS",80,27400,19.9106310749139,1.56622573620914,0.0786627872474862,-94.6258,38.9076,"Annual estimated Salary in  Leawood : $ 27400","Daily estimated Click per job in  Leawood :  19.9106310749139 clicks","Daily estimated Local Click ratio per job in  Leawood : $ 0.0786627872474862"
"1277","Midlothian","VA",98,27400,22.1694525196094,3.16685499076732,0.142847685930276,-77.6492,37.506,"Annual estimated Salary in  Midlothian : $ 27400","Daily estimated Click per job in  Midlothian :  22.1694525196094 clicks","Daily estimated Local Click ratio per job in  Midlothian : $ 0.142847685930276"
"1278","Spokane Valley","WA",68,27400,25.906443915901,1.12656669378063,0.0434859642426324,-117.2345,47.6625,"Annual estimated Salary in  Spokane Valley : $ 27400","Daily estimated Click per job in  Spokane Valley :  25.906443915901 clicks","Daily estimated Local Click ratio per job in  Spokane Valley : $ 0.0434859642426324"
"1279","Blue Springs","MO",60,27300,17.344435335039,4.01138175702571,0.231277737184212,-94.2722,39.0124,"Annual estimated Salary in  Blue Springs : $ 27300","Daily estimated Click per job in  Blue Springs :  17.344435335039 clicks","Daily estimated Local Click ratio per job in  Blue Springs : $ 0.231277737184212"
"1280","Cedar Park","TX",105,27300,16.0348876885448,2.00549308928544,0.125070604062799,-97.818,30.5133,"Annual estimated Salary in  Cedar Park : $ 27300","Daily estimated Click per job in  Cedar Park :  16.0348876885448 clicks","Daily estimated Local Click ratio per job in  Cedar Park : $ 0.125070604062799"
"1281","Laguna Niguel","CA",51,27300,13.1304144894278,1.53896890288725,0.117206422091731,-117.705,33.5275,"Annual estimated Salary in  Laguna Niguel : $ 27300","Daily estimated Click per job in  Laguna Niguel :  13.1304144894278 clicks","Daily estimated Local Click ratio per job in  Laguna Niguel : $ 0.117206422091731"
"1282","Portage","MI",78,27300,26.1350493381301,3.60418420487246,0.137906156527284,-85.5907,42.2,"Annual estimated Salary in  Portage : $ 27300","Daily estimated Click per job in  Portage :  26.1350493381301 clicks","Daily estimated Local Click ratio per job in  Portage : $ 0.137906156527284"
"1283","Cypress","TX",84,27050,25.1869363034203,3.59623221661019,0.142781645742354,NA,NA,"Annual estimated Salary in  Cypress : $ 27050","Daily estimated Click per job in  Cypress :  25.1869363034203 clicks","Daily estimated Local Click ratio per job in  Cypress : $ 0.142781645742354"
"1284","Brewster","NY",272,27000,17.431507474921,1.89459165939137,0.108687769093818,-73.6157,41.3972,"Annual estimated Salary in  Brewster : $ 27000","Daily estimated Click per job in  Brewster :  17.431507474921 clicks","Daily estimated Local Click ratio per job in  Brewster : $ 0.108687769093818"
"1285","Gresham","OR",93,27000,15.6740436242692,2.6099243983685,0.166512513358543,-122.4414,45.5023,"Annual estimated Salary in  Gresham : $ 27000","Daily estimated Click per job in  Gresham :  15.6740436242692 clicks","Daily estimated Local Click ratio per job in  Gresham : $ 0.166512513358543"
"1286","Wyoming","MI",79,27000,25.8355792290336,2.13697406079184,0.0827143855319619,-85.7067,42.8909,"Annual estimated Salary in  Wyoming : $ 27000","Daily estimated Click per job in  Wyoming :  25.8355792290336 clicks","Daily estimated Local Click ratio per job in  Wyoming : $ 0.0827143855319619"
"1287","Goodlettsville","TN",52,26950,21.2404648025127,1.73960002121288,0.0819002803087006,-86.7032,36.3323,"Annual estimated Salary in  Goodlettsville : $ 26950","Daily estimated Click per job in  Goodlettsville :  21.2404648025127 clicks","Daily estimated Local Click ratio per job in  Goodlettsville : $ 0.0819002803087006"
"1288","Loveland","CO",136,26950,18.7055569253643,2.77904037021409,0.148567635879677,-105.0622,40.4168,"Annual estimated Salary in  Loveland : $ 26950","Daily estimated Click per job in  Loveland :  18.7055569253643 clicks","Daily estimated Local Click ratio per job in  Loveland : $ 0.148567635879677"
"1289","Queensbury","NY",55,26900,20.1046327230499,5.20688954411879,0.258989538174905,NA,NA,"Annual estimated Salary in  Queensbury : $ 26900","Daily estimated Click per job in  Queensbury :  20.1046327230499 clicks","Daily estimated Local Click ratio per job in  Queensbury : $ 0.258989538174905"
"1290","North Canton","OH",66,26800,32.8477768650218,1.1772827562898,0.0358405611779297,-81.3971,40.8742,"Annual estimated Salary in  North Canton : $ 26800","Daily estimated Click per job in  North Canton :  32.8477768650218 clicks","Daily estimated Local Click ratio per job in  North Canton : $ 0.0358405611779297"
"1291","Westminster","MD",59,26800,18.8213650617626,2.96602198535198,0.157588037616768,-77.0066,39.5799,"Annual estimated Salary in  Westminster : $ 26800","Daily estimated Click per job in  Westminster :  18.8213650617626 clicks","Daily estimated Local Click ratio per job in  Westminster : $ 0.157588037616768"
"1292","Mansfield","TX",76,26750,26.4722426934953,3.23131265826897,0.122064182309078,-97.1208,32.5692,"Annual estimated Salary in  Mansfield : $ 26750","Daily estimated Click per job in  Mansfield :  26.4722426934953 clicks","Daily estimated Local Click ratio per job in  Mansfield : $ 0.122064182309078"
"1293","North Olmsted","OH",58,26750,18.0609504876176,1.86430167960562,0.103222788904923,-81.919,41.415,"Annual estimated Salary in  North Olmsted : $ 26750","Daily estimated Click per job in  North Olmsted :  18.0609504876176 clicks","Daily estimated Local Click ratio per job in  North Olmsted : $ 0.103222788904923"
"1294","Hilton Head Island","SC",75,26600,19.8239803620753,2.94625255012862,0.14862063502469,-80.7499,32.1896,"Annual estimated Salary in  Hilton Head Island : $ 26600","Daily estimated Click per job in  Hilton Head Island :  19.8239803620753 clicks","Daily estimated Local Click ratio per job in  Hilton Head Island : $ 0.14862063502469"
"1295","Maumee","OH",57,26600,23.4218847755326,2.00337165957304,0.0855341779183307,-83.6635,41.5695,"Annual estimated Salary in  Maumee : $ 26600","Daily estimated Click per job in  Maumee :  23.4218847755326 clicks","Daily estimated Local Click ratio per job in  Maumee : $ 0.0855341779183307"
"1296","Wauwatosa","WI",85,26600,22.5323570584749,1.10953604688073,0.0492418988391369,-88.0347,43.0616,"Annual estimated Salary in  Wauwatosa : $ 26600","Daily estimated Click per job in  Wauwatosa :  22.5323570584749 clicks","Daily estimated Local Click ratio per job in  Wauwatosa : $ 0.0492418988391369"
"1297","Apple Valley","MN",52,26550,24.5362724841112,1.12258905825246,0.0457522249550909,-93.2006,44.7456,"Annual estimated Salary in  Apple Valley : $ 26550","Daily estimated Click per job in  Apple Valley :  24.5362724841112 clicks","Daily estimated Local Click ratio per job in  Apple Valley : $ 0.0457522249550909"
"1298","Shawnee","KS",52,26450,14.1596356705614,1.94310010946255,0.137228114809645,-94.8076,39.0158,"Annual estimated Salary in  Shawnee : $ 26450","Daily estimated Click per job in  Shawnee :  14.1596356705614 clicks","Daily estimated Local Click ratio per job in  Shawnee : $ 0.137228114809645"
"1299","Woodstock","GA",76,26450,23.0232272602871,3.41290001456491,0.148237255184978,-84.5092,34.1027,"Annual estimated Salary in  Woodstock : $ 26450","Daily estimated Click per job in  Woodstock :  23.0232272602871 clicks","Daily estimated Local Click ratio per job in  Woodstock : $ 0.148237255184978"
"1300","Oswego","IL",51,26400,14.8528234643493,2.85141062049821,0.191977682044249,-88.3382,41.6832,"Annual estimated Salary in  Oswego : $ 26400","Daily estimated Click per job in  Oswego :  14.8528234643493 clicks","Daily estimated Local Click ratio per job in  Oswego : $ 0.191977682044249"
"1301","Holland","MI",136,26350,21.015006110545,5.87564018098557,0.279592599215914,-86.0984,42.7676,"Annual estimated Salary in  Holland : $ 26350","Daily estimated Click per job in  Holland :  21.015006110545 clicks","Daily estimated Local Click ratio per job in  Holland : $ 0.279592599215914"
"1302","Sevierville","TN",60,26300,18.3158780007824,3.19586240733291,0.174485897274288,-83.5674,35.8868,"Annual estimated Salary in  Sevierville : $ 26300","Daily estimated Click per job in  Sevierville :  18.3158780007824 clicks","Daily estimated Local Click ratio per job in  Sevierville : $ 0.174485897274288"
"1303","Clifton Park","NY",56,26250,25.0251784839977,5.04795676206181,0.201715115250415,NA,NA,"Annual estimated Salary in  Clifton Park : $ 26250","Daily estimated Click per job in  Clifton Park :  25.0251784839977 clicks","Daily estimated Local Click ratio per job in  Clifton Park : $ 0.201715115250415"
"1304","Colonial Heights","VA",68,26250,28.4219506945331,2.63869398478984,0.0928400028959795,-77.3969,37.265,"Annual estimated Salary in  Colonial Heights : $ 26250","Daily estimated Click per job in  Colonial Heights :  28.4219506945331 clicks","Daily estimated Local Click ratio per job in  Colonial Heights : $ 0.0928400028959795"
"1305","Roseville","MN",112,26250,17.3550793394523,0.958649576680598,0.0552374067516566,-93.1544,45.0155,"Annual estimated Salary in  Roseville : $ 26250","Daily estimated Click per job in  Roseville :  17.3550793394523 clicks","Daily estimated Local Click ratio per job in  Roseville : $ 0.0552374067516566"
"1306","Wake Forest","NC",51,26200,19.1303066696577,3.94901879404056,0.206427364821288,-78.5144,35.963,"Annual estimated Salary in  Wake Forest : $ 26200","Daily estimated Click per job in  Wake Forest :  19.1303066696577 clicks","Daily estimated Local Click ratio per job in  Wake Forest : $ 0.206427364821288"
"1307","Mount Pleasant","SC",152,26150,25.1109036905993,3.21294241893574,0.127950091264082,-79.8269,32.8532,"Annual estimated Salary in  Mount Pleasant : $ 26150","Daily estimated Click per job in  Mount Pleasant :  25.1109036905993 clicks","Daily estimated Local Click ratio per job in  Mount Pleasant : $ 0.127950091264082"
"1308","Coon Rapids","MN",66,26100,15.5785386863736,0.938109996854248,0.0602180997679071,-93.3095,45.1756,"Annual estimated Salary in  Coon Rapids : $ 26100","Daily estimated Click per job in  Coon Rapids :  15.5785386863736 clicks","Daily estimated Local Click ratio per job in  Coon Rapids : $ 0.0602180997679071"
"1309","Grove City","OH",82,26050,25.2636643961082,3.73964850641923,0.1480247856283,-83.0703,39.8665,"Annual estimated Salary in  Grove City : $ 26050","Daily estimated Click per job in  Grove City :  25.2636643961082 clicks","Daily estimated Local Click ratio per job in  Grove City : $ 0.1480247856283"
"1310","Copperas Cove","TX",51,26000,23.013759087583,3.81796036550058,0.165899032442751,-97.9135,31.118,"Annual estimated Salary in  Copperas Cove : $ 26000","Daily estimated Click per job in  Copperas Cove :  23.013759087583 clicks","Daily estimated Local Click ratio per job in  Copperas Cove : $ 0.165899032442751"
"1311","Madison","TN",66,25850,18.0717809444698,1.93596515424815,0.107126417711508,NA,NA,"Annual estimated Salary in  Madison : $ 25850","Daily estimated Click per job in  Madison :  18.0717809444698 clicks","Daily estimated Local Click ratio per job in  Madison : $ 0.107126417711508"
"1312","Buford","GA",132,25800,30.4337820049541,3.1988539189403,0.105108655848937,-83.9918,34.1183,"Annual estimated Salary in  Buford : $ 25800","Daily estimated Click per job in  Buford :  30.4337820049541 clicks","Daily estimated Local Click ratio per job in  Buford : $ 0.105108655848937"
"1313","Lakeville","MN",65,25800,19.7231904233337,3.17848785014801,0.161154852836976,-93.2522,44.6777,"Annual estimated Salary in  Lakeville : $ 25800","Daily estimated Click per job in  Lakeville :  19.7231904233337 clicks","Daily estimated Local Click ratio per job in  Lakeville : $ 0.161154852836976"
"1314","Plainfield","IN",108,25800,18.9976281178625,2.08905734207992,0.109964113894602,-86.3726,39.7005,"Annual estimated Salary in  Plainfield : $ 25800","Daily estimated Click per job in  Plainfield :  18.9976281178625 clicks","Daily estimated Local Click ratio per job in  Plainfield : $ 0.109964113894602"
